======================================
        ISOTOPE ACTIVITY FILE         
======================================
 
Compiled: 15:08:41  11/01/2016    
MPI Processes:    1
 
Date: 15:39 14/01/2016
 Time/s           1H3            23V47           23V49           23V50           23V52           23V53           24CR49          24CR51          24CR55          24CR56          25MN50          25MN51          25MN52          25MN53          25MN54          25MN56          25MN57          26FE52          26FE53          26FE55          27CO53          27CO54          27CO55          27CO56          27CO57          27CO58
   0.600000E+05    0.161622E+02    0.225948E-04    0.132583E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.157758E-01    0.163026E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.422444E-01    0.953400E+05    0.901929E-03    0.978919E+04   0.000000E+00    0.000000E+00     0.198382E+05   0.000000E+00     0.125012E+05   0.000000E+00    0.000000E+00     0.534504E+06    0.963158E+04    0.108717E+03    0.250051E+02
   0.610000E+05    0.161621E+02    0.158528E-04    0.132577E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.120056E-01    0.162930E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.328982E-01    0.950739E+05    0.901929E-03    0.978894E+04   0.000000E+00    0.000000E+00     0.193819E+05   0.000000E+00     0.125053E+05   0.000000E+00    0.000000E+00     0.528665E+06    0.963058E+04    0.108714E+03    0.250022E+02
   0.620000E+05    0.161621E+02    0.111226E-04    0.132571E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.913638E-02    0.162834E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.256198E-01    0.948074E+05    0.901929E-03    0.978868E+04   0.000000E+00    0.000000E+00     0.189362E+05   0.000000E+00     0.125093E+05   0.000000E+00    0.000000E+00     0.522890E+06    0.962958E+04    0.108711E+03    0.249994E+02
   0.630000E+05    0.161621E+02    0.780379E-05    0.132565E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.695288E-02    0.162739E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.199517E-01    0.945408E+05    0.901929E-03    0.978843E+04   0.000000E+00    0.000000E+00     0.185007E+05   0.000000E+00     0.125133E+05   0.000000E+00    0.000000E+00     0.517178E+06    0.962858E+04    0.108707E+03    0.249966E+02
   0.640000E+05    0.161621E+02    0.547526E-05    0.132559E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.529122E-02    0.162643E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.155375E-01    0.942739E+05    0.901929E-03    0.978818E+04   0.000000E+00    0.000000E+00     0.180752E+05   0.000000E+00     0.125172E+05   0.000000E+00    0.000000E+00     0.511529E+06    0.962758E+04    0.108704E+03    0.249937E+02
   0.650000E+05    0.161620E+02    0.384153E-05    0.132553E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.402668E-02    0.162548E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.121000E-01    0.940068E+05    0.901929E-03    0.978793E+04   0.000000E+00    0.000000E+00     0.176594E+05   0.000000E+00     0.125211E+05   0.000000E+00    0.000000E+00     0.505941E+06    0.962658E+04    0.108701E+03    0.249909E+02
   0.660000E+05    0.161620E+02    0.269527E-05    0.132547E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.306434E-02    0.162452E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.942300E-02    0.937394E+05    0.901929E-03    0.978768E+04   0.000000E+00    0.000000E+00     0.172533E+05   0.000000E+00     0.125250E+05   0.000000E+00    0.000000E+00     0.500415E+06    0.962558E+04    0.108698E+03    0.249881E+02
   0.670000E+05    0.161620E+02    0.189104E-05    0.132541E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.233200E-02    0.162357E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.733825E-02    0.934719E+05    0.901929E-03    0.978743E+04   0.000000E+00    0.000000E+00     0.168565E+05   0.000000E+00     0.125287E+05   0.000000E+00    0.000000E+00     0.494949E+06    0.962458E+04    0.108695E+03    0.249853E+02
   0.680000E+05    0.161619E+02    0.132679E-05    0.132535E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.177468E-02    0.162261E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.571473E-02    0.932042E+05    0.901929E-03    0.978717E+04   0.000000E+00    0.000000E+00     0.164688E+05   0.000000E+00     0.125325E+05   0.000000E+00    0.000000E+00     0.489542E+06    0.962358E+04    0.108691E+03    0.249824E+02
   0.690000E+05    0.161619E+02    0.930892E-06    0.132529E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.135055E-02    0.162166E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.445040E-02    0.929364E+05    0.901929E-03    0.978692E+04   0.000000E+00    0.000000E+00     0.160900E+05   0.000000E+00     0.125362E+05   0.000000E+00    0.000000E+00     0.484195E+06    0.962258E+04    0.108688E+03    0.249796E+02
   0.700000E+05    0.161619E+02    0.653132E-06    0.132523E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.102778E-02    0.162070E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.346579E-02    0.926683E+05    0.901929E-03    0.978667E+04   0.000000E+00    0.000000E+00     0.157200E+05   0.000000E+00     0.125399E+05   0.000000E+00    0.000000E+00     0.478906E+06    0.962158E+04    0.108685E+03    0.249768E+02
   0.710000E+05    0.161619E+02    0.458249E-06    0.132517E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.782153E-03    0.161975E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.269902E-02    0.924002E+05    0.901929E-03    0.978642E+04   0.000000E+00    0.000000E+00     0.153584E+05   0.000000E+00     0.125435E+05   0.000000E+00    0.000000E+00     0.473674E+06    0.962058E+04    0.108682E+03    0.249739E+02
   0.720000E+05    0.161618E+02    0.321515E-06    0.132511E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.595227E-03    0.161880E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.210189E-02    0.921319E+05    0.901929E-03    0.978617E+04   0.000000E+00    0.000000E+00     0.150052E+05   0.000000E+00     0.125471E+05   0.000000E+00    0.000000E+00     0.468500E+06    0.961959E+04    0.108679E+03    0.249711E+02
   0.730000E+05    0.161618E+02    0.225579E-06    0.132505E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.452974E-03    0.161784E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.163686E-02    0.918635E+05    0.901929E-03    0.978592E+04   0.000000E+00    0.000000E+00     0.146601E+05   0.000000E+00     0.125506E+05   0.000000E+00    0.000000E+00     0.463382E+06    0.961859E+04    0.108675E+03    0.249683E+02
   0.740000E+05    0.161618E+02    0.158268E-06    0.132499E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.344718E-03    0.161689E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.127472E-02    0.915950E+05    0.901929E-03    0.978567E+04   0.000000E+00    0.000000E+00     0.143229E+05   0.000000E+00     0.125541E+05   0.000000E+00    0.000000E+00     0.458321E+06    0.961759E+04    0.108672E+03    0.249655E+02
   0.750000E+05    0.161617E+02    0.111044E-06    0.132493E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.262334E-03    0.161594E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.992702E-03    0.913264E+05    0.901929E-03    0.978541E+04   0.000000E+00    0.000000E+00     0.139935E+05   0.000000E+00     0.125576E+05   0.000000E+00    0.000000E+00     0.453314E+06    0.961659E+04    0.108669E+03    0.249626E+02
   0.760000E+05    0.161617E+02    0.779088E-07    0.132487E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.199639E-03    0.161499E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.773076E-03    0.910577E+05    0.901929E-03    0.978516E+04   0.000000E+00    0.000000E+00     0.136717E+05   0.000000E+00     0.125610E+05   0.000000E+00    0.000000E+00     0.448363E+06    0.961559E+04    0.108666E+03    0.249598E+02
   0.770000E+05    0.161617E+02    0.546639E-07    0.132480E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.151928E-03    0.161403E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.602040E-03    0.907890E+05    0.901929E-03    0.978491E+04   0.000000E+00    0.000000E+00     0.133572E+05   0.000000E+00     0.125644E+05   0.000000E+00    0.000000E+00     0.443465E+06    0.961459E+04    0.108663E+03    0.249570E+02
   0.780000E+05    0.161617E+02    0.383524E-07    0.132474E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.115619E-03    0.161308E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.468845E-03    0.905201E+05    0.901929E-03    0.978466E+04   0.000000E+00    0.000000E+00     0.130500E+05   0.000000E+00     0.125678E+05   0.000000E+00    0.000000E+00     0.438621E+06    0.961359E+04    0.108659E+03    0.249542E+02
   0.790000E+05    0.161616E+02    0.269095E-07    0.132468E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.879870E-04    0.161213E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.365117E-03    0.902513E+05    0.901929E-03    0.978441E+04   0.000000E+00    0.000000E+00     0.127499E+05   0.000000E+00     0.125711E+05   0.000000E+00    0.000000E+00     0.433830E+06    0.961259E+04    0.108656E+03    0.249513E+02
   0.800000E+05    0.161616E+02    0.188779E-07    0.132462E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.669591E-04    0.161118E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.284338E-03    0.899824E+05    0.901929E-03    0.978416E+04   0.000000E+00    0.000000E+00     0.124566E+05   0.000000E+00     0.125743E+05   0.000000E+00    0.000000E+00     0.429091E+06    0.961159E+04    0.108653E+03    0.249485E+02
   0.810000E+05    0.161616E+02    0.132435E-07    0.132456E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.509566E-04    0.161023E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.221431E-03    0.897135E+05    0.901929E-03    0.978391E+04   0.000000E+00    0.000000E+00     0.121701E+05   0.000000E+00     0.125776E+05   0.000000E+00    0.000000E+00     0.424404E+06    0.961060E+04    0.108650E+03    0.249457E+02
   0.820000E+05    0.161615E+02    0.929372E-08    0.132450E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.387785E-04    0.160928E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.172442E-03    0.894445E+05    0.901929E-03    0.978365E+04   0.000000E+00    0.000000E+00     0.118902E+05   0.000000E+00     0.125807E+05   0.000000E+00    0.000000E+00     0.419768E+06    0.960960E+04    0.108646E+03    0.249429E+02
   0.830000E+05    0.161615E+02    0.652144E-08    0.132444E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.295109E-04    0.160833E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.134291E-03    0.891755E+05    0.901929E-03    0.978340E+04   0.000000E+00    0.000000E+00     0.116168E+05   0.000000E+00     0.125839E+05   0.000000E+00    0.000000E+00     0.415182E+06    0.960860E+04    0.108643E+03    0.249400E+02
   0.840000E+05    0.161615E+02    0.457293E-08    0.132438E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.224581E-04    0.160738E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.104580E-03    0.889066E+05    0.901929E-03    0.978315E+04   0.000000E+00    0.000000E+00     0.113496E+05   0.000000E+00     0.125870E+05   0.000000E+00    0.000000E+00     0.410647E+06    0.960760E+04    0.108640E+03    0.249372E+02
   0.850000E+05    0.161615E+02    0.321056E-08    0.132432E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.170908E-04    0.160643E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.814427E-04    0.886376E+05    0.901929E-03    0.978290E+04   0.000000E+00    0.000000E+00     0.110886E+05   0.000000E+00     0.125901E+05   0.000000E+00    0.000000E+00     0.406161E+06    0.960660E+04    0.108637E+03    0.249344E+02
   0.860000E+05    0.161614E+02    0.224950E-08    0.132426E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.130063E-04    0.160548E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.634243E-04    0.883687E+05    0.901929E-03    0.978265E+04   0.000000E+00    0.000000E+00     0.108335E+05   0.000000E+00     0.125931E+05   0.000000E+00    0.000000E+00     0.401725E+06    0.960561E+04    0.108634E+03    0.249316E+02
   0.870000E+05    0.161614E+02    0.157888E-08    0.132420E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.989797E-05    0.160453E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.493923E-04    0.880998E+05    0.901929E-03    0.978240E+04   0.000000E+00    0.000000E+00     0.105844E+05   0.000000E+00     0.125961E+05   0.000000E+00    0.000000E+00     0.397337E+06    0.960461E+04    0.108630E+03    0.249288E+02
   0.880000E+05    0.161614E+02    0.110891E-08    0.132414E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.753245E-05    0.160358E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.384647E-04    0.878309E+05    0.901929E-03    0.978215E+04   0.000000E+00    0.000000E+00     0.103409E+05   0.000000E+00     0.125991E+05   0.000000E+00    0.000000E+00     0.392996E+06    0.960361E+04    0.108627E+03    0.249259E+02
   0.890000E+05    0.161613E+02    0.776236E-09    0.132408E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.573227E-05    0.160263E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.299547E-04    0.875620E+05    0.901929E-03    0.978189E+04   0.000000E+00    0.000000E+00     0.101031E+05   0.000000E+00     0.126021E+05   0.000000E+00    0.000000E+00     0.388703E+06    0.960261E+04    0.108624E+03    0.249231E+02
   0.900000E+05    0.161613E+02    0.543894E-09    0.132402E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.436234E-05    0.160168E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.233275E-04    0.872932E+05    0.901929E-03    0.978164E+04   0.000000E+00    0.000000E+00     0.987075E+04   0.000000E+00     0.126050E+05   0.000000E+00    0.000000E+00     0.384457E+06    0.960162E+04    0.108621E+03    0.249203E+02
   0.910000E+05    0.161613E+02    0.385478E-09    0.132396E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.331977E-05    0.160073E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.181665E-04    0.870245E+05    0.901929E-03    0.978139E+04   0.000000E+00    0.000000E+00     0.964373E+04   0.000000E+00     0.126078E+05   0.000000E+00    0.000000E+00     0.380258E+06    0.960062E+04    0.108618E+03    0.249175E+02
   0.920000E+05    0.161612E+02    0.269307E-09    0.132390E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.252639E-05    0.159979E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.141474E-04    0.867558E+05    0.901929E-03    0.978114E+04   0.000000E+00    0.000000E+00     0.942194E+04   0.000000E+00     0.126107E+05   0.000000E+00    0.000000E+00     0.376104E+06    0.959962E+04    0.108614E+03    0.249146E+02
   0.930000E+05    0.161612E+02    0.190099E-09    0.132384E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.192262E-05    0.159884E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.110174E-04    0.864872E+05    0.901929E-03    0.978089E+04   0.000000E+00    0.000000E+00     0.920524E+04   0.000000E+00     0.126135E+05   0.000000E+00    0.000000E+00     0.371996E+06    0.959862E+04    0.108611E+03    0.249118E+02
   0.940000E+05    0.161612E+02    0.132013E-09    0.132378E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.146311E-05    0.159789E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.857990E-05    0.862187E+05    0.901929E-03    0.978064E+04   0.000000E+00    0.000000E+00     0.899353E+04   0.000000E+00     0.126163E+05   0.000000E+00    0.000000E+00     0.367932E+06    0.959763E+04    0.108608E+03    0.249090E+02
   0.950000E+05    0.161612E+02    0.950494E-10    0.132372E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.111345E-05    0.159694E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.668167E-05    0.859502E+05    0.901929E-03    0.978039E+04   0.000000E+00    0.000000E+00     0.878668E+04   0.000000E+00     0.126190E+05   0.000000E+00    0.000000E+00     0.363913E+06    0.959663E+04    0.108605E+03    0.249062E+02
   0.960000E+05    0.161611E+02    0.633662E-10    0.132366E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.847360E-06    0.159600E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.520341E-05    0.856819E+05    0.901929E-03    0.978013E+04   0.000000E+00    0.000000E+00     0.858460E+04   0.000000E+00     0.126217E+05   0.000000E+00    0.000000E+00     0.359938E+06    0.959563E+04    0.108602E+03    0.249034E+02
   0.970000E+05    0.161611E+02    0.475247E-10    0.132360E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.644856E-06    0.159505E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.405222E-05    0.854136E+05    0.901929E-03    0.977988E+04   0.000000E+00    0.000000E+00     0.838716E+04   0.000000E+00     0.126244E+05   0.000000E+00    0.000000E+00     0.356006E+06    0.959464E+04    0.108598E+03    0.249005E+02
   0.980000E+05    0.161611E+02    0.316831E-10    0.132354E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.490731E-06    0.159410E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.315569E-05    0.851455E+05    0.901929E-03    0.977963E+04   0.000000E+00    0.000000E+00     0.819426E+04   0.000000E+00     0.126270E+05   0.000000E+00    0.000000E+00     0.352118E+06    0.959364E+04    0.108595E+03    0.248977E+02
   0.990000E+05    0.161610E+02    0.211221E-10    0.132348E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.373461E-06    0.159316E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.245753E-05    0.848775E+05    0.901929E-03    0.977938E+04   0.000000E+00    0.000000E+00     0.800580E+04   0.000000E+00     0.126296E+05   0.000000E+00    0.000000E+00     0.348271E+06    0.959264E+04    0.108592E+03    0.248949E+02
   0.100000E+06    0.161610E+02    0.158416E-10    0.132342E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.284190E-06    0.159221E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.191382E-05    0.846095E+05    0.901929E-03    0.977913E+04   0.000000E+00    0.000000E+00     0.782167E+04   0.000000E+00     0.126322E+05   0.000000E+00    0.000000E+00     0.344467E+06    0.959165E+04    0.108589E+03    0.248921E+02
   0.101000E+06    0.161610E+02    0.105610E-10    0.132336E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.216276E-06    0.159127E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.149040E-05    0.843417E+05    0.901929E-03    0.977888E+04   0.000000E+00    0.000000E+00     0.764178E+04   0.000000E+00     0.126348E+05   0.000000E+00    0.000000E+00     0.340704E+06    0.959065E+04    0.108586E+03    0.248893E+02
   0.102000E+06    0.161610E+02    0.528052E-11    0.132329E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.164608E-06    0.159032E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.116067E-05    0.840741E+05    0.901929E-03    0.977863E+04   0.000000E+00    0.000000E+00     0.746602E+04   0.000000E+00     0.126373E+05   0.000000E+00    0.000000E+00     0.336983E+06    0.958965E+04    0.108582E+03    0.248865E+02
   0.103000E+06    0.161609E+02    0.528052E-11    0.132323E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.125247E-06    0.158938E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.903888E-06    0.838065E+05    0.901929E-03    0.977837E+04   0.000000E+00    0.000000E+00     0.729431E+04   0.000000E+00     0.126398E+05   0.000000E+00    0.000000E+00     0.333302E+06    0.958866E+04    0.108579E+03    0.248836E+02
   0.104000E+06    0.161609E+02    0.528052E-11    0.132317E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.953268E-07    0.158843E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.703902E-06    0.835391E+05    0.901929E-03    0.977812E+04   0.000000E+00    0.000000E+00     0.712655E+04   0.000000E+00     0.126422E+05   0.000000E+00    0.000000E+00     0.329661E+06    0.958766E+04    0.108576E+03    0.248808E+02
   0.105000E+06    0.161609E+02    0.528052E-11    0.132311E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.725369E-07    0.158749E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.548181E-06    0.832719E+05    0.901929E-03    0.977787E+04   0.000000E+00    0.000000E+00     0.696264E+04   0.000000E+00     0.126447E+05   0.000000E+00    0.000000E+00     0.326060E+06    0.958667E+04    0.108573E+03    0.248780E+02
   0.106000E+06    0.161608E+02   0.000000E+00     0.132305E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.552166E-07    0.158654E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.426890E-06    0.830048E+05    0.901929E-03    0.977762E+04   0.000000E+00    0.000000E+00     0.680251E+04   0.000000E+00     0.126471E+05   0.000000E+00    0.000000E+00     0.322498E+06    0.958567E+04    0.108570E+03    0.248752E+02
   0.107000E+06    0.161608E+02   0.000000E+00     0.132299E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.419985E-07    0.158560E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.332456E-06    0.827379E+05    0.901929E-03    0.977737E+04   0.000000E+00    0.000000E+00     0.664606E+04   0.000000E+00     0.126495E+05   0.000000E+00    0.000000E+00     0.318975E+06    0.958468E+04    0.108566E+03    0.248724E+02
   0.108000E+06    0.161608E+02   0.000000E+00     0.132293E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.319709E-07    0.158466E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.258903E-06    0.824711E+05    0.901929E-03    0.977712E+04   0.000000E+00    0.000000E+00     0.649320E+04   0.000000E+00     0.126518E+05   0.000000E+00    0.000000E+00     0.315491E+06    0.958368E+04    0.108563E+03    0.248696E+02
   0.109000E+06    0.161608E+02   0.000000E+00     0.132287E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.243201E-07    0.158371E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.201626E-06    0.822045E+05    0.901929E-03    0.977687E+04   0.000000E+00    0.000000E+00     0.634387E+04   0.000000E+00     0.126541E+05   0.000000E+00    0.000000E+00     0.312045E+06    0.958268E+04    0.108560E+03    0.248667E+02
   0.110000E+06    0.161607E+02   0.000000E+00     0.132281E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.185249E-07    0.158277E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.157017E-06    0.819380E+05    0.901929E-03    0.977662E+04   0.000000E+00    0.000000E+00     0.619796E+04   0.000000E+00     0.126564E+05   0.000000E+00    0.000000E+00     0.308636E+06    0.958169E+04    0.108557E+03    0.248639E+02
   0.111000E+06    0.161607E+02   0.000000E+00     0.132275E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.140972E-07    0.158183E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.122275E-06    0.816718E+05    0.901929E-03    0.977636E+04   0.000000E+00    0.000000E+00     0.605541E+04   0.000000E+00     0.126587E+05   0.000000E+00    0.000000E+00     0.305265E+06    0.958069E+04    0.108553E+03    0.248611E+02
   0.112000E+06    0.161607E+02   0.000000E+00     0.132269E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.107112E-07    0.158089E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.952237E-07    0.814057E+05    0.901929E-03    0.977611E+04   0.000000E+00    0.000000E+00     0.591614E+04   0.000000E+00     0.126609E+05   0.000000E+00    0.000000E+00     0.301930E+06    0.957970E+04    0.108550E+03    0.248583E+02
   0.113000E+06    0.161606E+02   0.000000E+00     0.132263E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.817180E-08    0.157994E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.741490E-07    0.811398E+05    0.901929E-03    0.977586E+04   0.000000E+00    0.000000E+00     0.578008E+04   0.000000E+00     0.126631E+05   0.000000E+00    0.000000E+00     0.298632E+06    0.957870E+04    0.108547E+03    0.248555E+02
   0.114000E+06    0.161606E+02   0.000000E+00     0.132257E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.621838E-08    0.157900E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.577543E-07    0.808741E+05    0.901929E-03    0.977561E+04   0.000000E+00    0.000000E+00     0.564714E+04   0.000000E+00     0.126653E+05   0.000000E+00    0.000000E+00     0.295370E+06    0.957771E+04    0.108544E+03    0.248527E+02
   0.115000E+06    0.161606E+02   0.000000E+00     0.132251E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.472076E-08    0.157806E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.449664E-07    0.806085E+05    0.901929E-03    0.977536E+04   0.000000E+00    0.000000E+00     0.551726E+04   0.000000E+00     0.126675E+05   0.000000E+00    0.000000E+00     0.292144E+06    0.957671E+04    0.108541E+03    0.248498E+02
   0.116000E+06    0.161606E+02   0.000000E+00     0.132245E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.358127E-08    0.157712E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.350252E-07    0.803432E+05    0.901929E-03    0.977511E+04   0.000000E+00    0.000000E+00     0.539037E+04   0.000000E+00     0.126696E+05   0.000000E+00    0.000000E+00     0.288952E+06    0.957572E+04    0.108537E+03    0.248470E+02
   0.117000E+06    0.161605E+02   0.000000E+00     0.132239E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.273479E-08    0.157618E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.272749E-07    0.800781E+05    0.901929E-03    0.977486E+04   0.000000E+00    0.000000E+00     0.526639E+04   0.000000E+00     0.126717E+05   0.000000E+00    0.000000E+00     0.285796E+06    0.957472E+04    0.108534E+03    0.248442E+02
   0.118000E+06    0.161605E+02   0.000000E+00     0.132233E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.208365E-08    0.157524E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.212387E-07    0.798132E+05    0.901929E-03    0.977460E+04   0.000000E+00    0.000000E+00     0.514527E+04   0.000000E+00     0.126738E+05   0.000000E+00    0.000000E+00     0.282674E+06    0.957373E+04    0.108531E+03    0.248414E+02
   0.119000E+06    0.161605E+02   0.000000E+00     0.132227E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.159529E-08    0.157430E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.165438E-07    0.795485E+05    0.901929E-03    0.977435E+04   0.000000E+00    0.000000E+00     0.502693E+04   0.000000E+00     0.126759E+05   0.000000E+00    0.000000E+00     0.279586E+06    0.957274E+04    0.108528E+03    0.248386E+02
   0.120000E+06    0.161604E+02   0.000000E+00     0.132221E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.120461E-08    0.157336E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.128773E-07    0.792840E+05    0.901929E-03    0.977410E+04   0.000000E+00    0.000000E+00     0.491132E+04   0.000000E+00     0.126779E+05   0.000000E+00    0.000000E+00     0.276532E+06    0.957174E+04    0.108525E+03    0.248358E+02
   0.121000E+06    0.161604E+02   0.000000E+00     0.132215E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.911595E-09    0.157242E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.100306E-07    0.790197E+05    0.901929E-03    0.977385E+04   0.000000E+00    0.000000E+00     0.479836E+04   0.000000E+00     0.126799E+05   0.000000E+00    0.000000E+00     0.273512E+06    0.957075E+04    0.108521E+03    0.248330E+02
   0.122000E+06    0.161604E+02   0.000000E+00     0.132209E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.683696E-09    0.157148E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.780987E-08    0.787556E+05    0.901929E-03    0.977360E+04   0.000000E+00    0.000000E+00     0.468800E+04   0.000000E+00     0.126819E+05   0.000000E+00    0.000000E+00     0.270524E+06    0.956975E+04    0.108518E+03    0.248302E+02
