======================================
        ISOTOPE ACTIVITY FILE         
======================================
 
Compiled: 15:08:41  11/01/2016    
MPI Processes:    1
 
Date: 15:39 14/01/2016
 Time/s           1H3            23V47           23V49           23V50           23V52           23V53           24CR49          24CR51          24CR55          24CR56          25MN50          25MN51          25MN52          25MN53          25MN54          25MN56          25MN57          26FE52          26FE53          26FE55          27CO53          27CO54          27CO55          27CO56          27CO57          27CO58
   0.123000E+06    0.161604E+02   0.000000E+00     0.132203E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.520911E-09    0.157054E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.608096E-08    0.784918E+05    0.901929E-03    0.977335E+04   0.000000E+00    0.000000E+00     0.458018E+04   0.000000E+00     0.126839E+05   0.000000E+00    0.000000E+00     0.267569E+06    0.956876E+04    0.108515E+03    0.248274E+02
   0.124000E+06    0.161603E+02   0.000000E+00     0.132197E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.390684E-09    0.156960E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.473958E-08    0.782281E+05    0.901929E-03    0.977310E+04   0.000000E+00    0.000000E+00     0.447484E+04   0.000000E+00     0.126858E+05   0.000000E+00    0.000000E+00     0.264646E+06    0.956777E+04    0.108512E+03    0.248245E+02
   0.125000E+06    0.161603E+02   0.000000E+00     0.132191E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.293013E-09    0.156866E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.369627E-08    0.779648E+05    0.901929E-03    0.977285E+04   0.000000E+00    0.000000E+00     0.437193E+04   0.000000E+00     0.126877E+05   0.000000E+00    0.000000E+00     0.261755E+06    0.956677E+04    0.108509E+03    0.248217E+02
   0.126000E+06    0.161603E+02   0.000000E+00     0.132185E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.227899E-09    0.156772E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.287653E-08    0.777016E+05    0.901929E-03    0.977260E+04   0.000000E+00    0.000000E+00     0.427138E+04   0.000000E+00     0.126896E+05   0.000000E+00    0.000000E+00     0.258896E+06    0.956578E+04    0.108505E+03    0.248189E+02
   0.127000E+06    0.161602E+02   0.000000E+00     0.132179E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.162785E-09    0.156678E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.223565E-08    0.774387E+05    0.901929E-03    0.977234E+04   0.000000E+00    0.000000E+00     0.417314E+04   0.000000E+00     0.126915E+05   0.000000E+00    0.000000E+00     0.256068E+06    0.956478E+04    0.108502E+03    0.248161E+02
   0.128000E+06    0.161602E+02   0.000000E+00     0.132173E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.130228E-09    0.156584E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.174381E-08    0.771760E+05    0.901929E-03    0.977209E+04   0.000000E+00    0.000000E+00     0.407716E+04   0.000000E+00     0.126933E+05   0.000000E+00    0.000000E+00     0.253271E+06    0.956379E+04    0.108499E+03    0.248133E+02
   0.129000E+06    0.161602E+02   0.000000E+00     0.132167E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.976709E-10    0.156491E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.135629E-08    0.769135E+05    0.901929E-03    0.977184E+04   0.000000E+00    0.000000E+00     0.398339E+04   0.000000E+00     0.126951E+05   0.000000E+00    0.000000E+00     0.250504E+06    0.956280E+04    0.108496E+03    0.248105E+02
   0.130000E+06    0.161602E+02   0.000000E+00     0.132160E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.651139E-10    0.156397E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.105821E-08    0.766513E+05    0.901929E-03    0.977159E+04   0.000000E+00    0.000000E+00     0.389177E+04   0.000000E+00     0.126969E+05   0.000000E+00    0.000000E+00     0.247768E+06    0.956180E+04    0.108493E+03    0.248077E+02
   0.131000E+06    0.161601E+02   0.000000E+00     0.132154E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.651139E-10    0.156303E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.819738E-09    0.763894E+05    0.901929E-03    0.977134E+04   0.000000E+00    0.000000E+00     0.380227E+04   0.000000E+00     0.126987E+05   0.000000E+00    0.000000E+00     0.245062E+06    0.956081E+04    0.108489E+03    0.248049E+02
   0.132000E+06    0.161601E+02   0.000000E+00     0.132148E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.325570E-10    0.156209E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.640886E-09    0.761277E+05    0.901929E-03    0.977109E+04   0.000000E+00    0.000000E+00     0.371482E+04   0.000000E+00     0.127005E+05   0.000000E+00    0.000000E+00     0.242385E+06    0.955982E+04    0.108486E+03    0.248021E+02
   0.133000E+06    0.161601E+02   0.000000E+00     0.132142E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.325570E-10    0.156116E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.491843E-09    0.758662E+05    0.901929E-03    0.977084E+04   0.000000E+00    0.000000E+00     0.362938E+04   0.000000E+00     0.127022E+05   0.000000E+00    0.000000E+00     0.239737E+06    0.955882E+04    0.108483E+03    0.247993E+02
   0.134000E+06    0.161600E+02   0.000000E+00     0.132136E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.325570E-10    0.156022E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.387512E-09    0.756050E+05    0.901929E-03    0.977059E+04   0.000000E+00    0.000000E+00     0.354591E+04   0.000000E+00     0.127039E+05   0.000000E+00    0.000000E+00     0.237118E+06    0.955783E+04    0.108480E+03    0.247965E+02
   0.135000E+06    0.161600E+02   0.000000E+00     0.132130E+03    0.172912E-16   0.000000E+00    0.000000E+00     0.325570E-10    0.155928E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.298087E-09    0.753441E+05    0.901929E-03    0.977033E+04   0.000000E+00    0.000000E+00     0.346435E+04   0.000000E+00     0.127056E+05   0.000000E+00    0.000000E+00     0.234528E+06    0.955684E+04    0.108477E+03    0.247936E+02
   0.136000E+06    0.161600E+02   0.000000E+00     0.132124E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155835E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.238469E-09    0.750834E+05    0.901929E-03    0.977008E+04   0.000000E+00    0.000000E+00     0.338468E+04   0.000000E+00     0.127073E+05   0.000000E+00    0.000000E+00     0.231966E+06    0.955585E+04    0.108473E+03    0.247908E+02
   0.137000E+06    0.161600E+02   0.000000E+00     0.132118E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155741E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.178852E-09    0.748230E+05    0.901929E-03    0.976983E+04   0.000000E+00    0.000000E+00     0.330683E+04   0.000000E+00     0.127089E+05   0.000000E+00    0.000000E+00     0.229432E+06    0.955485E+04    0.108470E+03    0.247880E+02
   0.138000E+06    0.161599E+02   0.000000E+00     0.132112E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155648E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.149043E-09    0.745628E+05    0.901929E-03    0.976958E+04   0.000000E+00    0.000000E+00     0.323078E+04   0.000000E+00     0.127106E+05   0.000000E+00    0.000000E+00     0.226926E+06    0.955386E+04    0.108467E+03    0.247852E+02
   0.139000E+06    0.161599E+02   0.000000E+00     0.132106E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155554E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.104330E-09    0.743029E+05    0.901929E-03    0.976933E+04   0.000000E+00    0.000000E+00     0.315647E+04   0.000000E+00     0.127122E+05   0.000000E+00    0.000000E+00     0.224447E+06    0.955287E+04    0.108464E+03    0.247824E+02
   0.140000E+06    0.161599E+02   0.000000E+00     0.132100E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155461E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.894260E-10    0.740433E+05    0.901929E-03    0.976908E+04   0.000000E+00    0.000000E+00     0.308388E+04   0.000000E+00     0.127138E+05   0.000000E+00    0.000000E+00     0.221996E+06    0.955188E+04    0.108461E+03    0.247796E+02
   0.141000E+06    0.161598E+02   0.000000E+00     0.132094E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155367E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.745216E-10    0.737839E+05    0.901929E-03    0.976883E+04   0.000000E+00    0.000000E+00     0.301295E+04   0.000000E+00     0.127154E+05   0.000000E+00    0.000000E+00     0.219571E+06    0.955088E+04    0.108457E+03    0.247768E+02
   0.142000E+06    0.161598E+02   0.000000E+00     0.132088E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155274E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.596173E-10    0.735248E+05    0.901929E-03    0.976858E+04   0.000000E+00    0.000000E+00     0.294365E+04   0.000000E+00     0.127169E+05   0.000000E+00    0.000000E+00     0.217172E+06    0.954989E+04    0.108454E+03    0.247740E+02
   0.143000E+06    0.161598E+02   0.000000E+00     0.132082E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155180E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.447130E-10    0.732660E+05    0.901929E-03    0.976833E+04   0.000000E+00    0.000000E+00     0.287595E+04   0.000000E+00     0.127184E+05   0.000000E+00    0.000000E+00     0.214800E+06    0.954890E+04    0.108451E+03    0.247712E+02
   0.144000E+06    0.161597E+02   0.000000E+00     0.132076E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.155087E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.298087E-10    0.730075E+05    0.901929E-03    0.976807E+04   0.000000E+00    0.000000E+00     0.280981E+04   0.000000E+00     0.127200E+05   0.000000E+00    0.000000E+00     0.212454E+06    0.954791E+04    0.108448E+03    0.247684E+02
   0.145000E+06    0.161597E+02   0.000000E+00     0.132070E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154994E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.298087E-10    0.727492E+05    0.901929E-03    0.976782E+04   0.000000E+00    0.000000E+00     0.274518E+04   0.000000E+00     0.127215E+05   0.000000E+00    0.000000E+00     0.210133E+06    0.954692E+04    0.108445E+03    0.247656E+02
   0.146000E+06    0.161597E+02   0.000000E+00     0.132064E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154900E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.149043E-10    0.724912E+05    0.901929E-03    0.976757E+04   0.000000E+00    0.000000E+00     0.268205E+04   0.000000E+00     0.127229E+05   0.000000E+00    0.000000E+00     0.207838E+06    0.954593E+04    0.108441E+03    0.247628E+02
   0.147000E+06    0.161597E+02   0.000000E+00     0.132058E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154807E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.149043E-10    0.722335E+05    0.901929E-03    0.976732E+04   0.000000E+00    0.000000E+00     0.262036E+04   0.000000E+00     0.127244E+05   0.000000E+00    0.000000E+00     0.205567E+06    0.954493E+04    0.108438E+03    0.247600E+02
   0.148000E+06    0.161596E+02   0.000000E+00     0.132052E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154714E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.149043E-10    0.719761E+05    0.901929E-03    0.976707E+04   0.000000E+00    0.000000E+00     0.256010E+04   0.000000E+00     0.127258E+05   0.000000E+00    0.000000E+00     0.203322E+06    0.954394E+04    0.108435E+03    0.247572E+02
   0.149000E+06    0.161596E+02   0.000000E+00     0.132046E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154621E+05   0.000000E+00    0.000000E+00    0.000000E+00     0.149043E-10    0.717190E+05    0.901929E-03    0.976682E+04   0.000000E+00    0.000000E+00     0.250122E+04   0.000000E+00     0.127273E+05   0.000000E+00    0.000000E+00     0.201101E+06    0.954295E+04    0.108432E+03    0.247544E+02
   0.150000E+06    0.161596E+02   0.000000E+00     0.132040E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154527E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.714621E+05    0.901929E-03    0.976657E+04   0.000000E+00    0.000000E+00     0.244369E+04   0.000000E+00     0.127287E+05   0.000000E+00    0.000000E+00     0.198904E+06    0.954196E+04    0.108429E+03    0.247516E+02
   0.151000E+06    0.161595E+02   0.000000E+00     0.132034E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154434E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.712055E+05    0.901929E-03    0.976632E+04   0.000000E+00    0.000000E+00     0.238749E+04   0.000000E+00     0.127301E+05   0.000000E+00    0.000000E+00     0.196731E+06    0.954097E+04    0.108425E+03    0.247488E+02
   0.152000E+06    0.161595E+02   0.000000E+00     0.132028E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154341E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.709493E+05    0.901929E-03    0.976607E+04   0.000000E+00    0.000000E+00     0.233258E+04   0.000000E+00     0.127314E+05   0.000000E+00    0.000000E+00     0.194582E+06    0.953998E+04    0.108422E+03    0.247460E+02
   0.153000E+06    0.161595E+02   0.000000E+00     0.132022E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154248E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.706933E+05    0.901929E-03    0.976582E+04   0.000000E+00    0.000000E+00     0.227893E+04   0.000000E+00     0.127328E+05   0.000000E+00    0.000000E+00     0.192457E+06    0.953899E+04    0.108419E+03    0.247432E+02
   0.154000E+06    0.161595E+02   0.000000E+00     0.132016E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154155E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.704376E+05    0.901929E-03    0.976556E+04   0.000000E+00    0.000000E+00     0.222652E+04   0.000000E+00     0.127341E+05   0.000000E+00    0.000000E+00     0.190355E+06    0.953800E+04    0.108416E+03    0.247404E+02
   0.155000E+06    0.161594E+02   0.000000E+00     0.132010E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.154062E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.701822E+05    0.901929E-03    0.976531E+04   0.000000E+00    0.000000E+00     0.217531E+04   0.000000E+00     0.127354E+05   0.000000E+00    0.000000E+00     0.188275E+06    0.953701E+04    0.108413E+03    0.247376E+02
   0.156000E+06    0.161594E+02   0.000000E+00     0.132004E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153969E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.699271E+05    0.901929E-03    0.976506E+04   0.000000E+00    0.000000E+00     0.212528E+04   0.000000E+00     0.127367E+05   0.000000E+00    0.000000E+00     0.186219E+06    0.953601E+04    0.108409E+03    0.247348E+02
   0.157000E+06    0.161594E+02   0.000000E+00     0.131998E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153876E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.696722E+05    0.901929E-03    0.976481E+04   0.000000E+00    0.000000E+00     0.207640E+04   0.000000E+00     0.127380E+05   0.000000E+00    0.000000E+00     0.184185E+06    0.953502E+04    0.108406E+03    0.247320E+02
   0.158000E+06    0.161593E+02   0.000000E+00     0.131992E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153783E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.694177E+05    0.901929E-03    0.976456E+04   0.000000E+00    0.000000E+00     0.202864E+04   0.000000E+00     0.127393E+05   0.000000E+00    0.000000E+00     0.182173E+06    0.953403E+04    0.108403E+03    0.247292E+02
   0.159000E+06    0.161593E+02   0.000000E+00     0.131986E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153690E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.691635E+05    0.901929E-03    0.976431E+04   0.000000E+00    0.000000E+00     0.198199E+04   0.000000E+00     0.127406E+05   0.000000E+00    0.000000E+00     0.180183E+06    0.953304E+04    0.108400E+03    0.247264E+02
   0.160000E+06    0.161593E+02   0.000000E+00     0.131980E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153597E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.689096E+05    0.901929E-03    0.976406E+04   0.000000E+00    0.000000E+00     0.193640E+04   0.000000E+00     0.127418E+05   0.000000E+00    0.000000E+00     0.178214E+06    0.953205E+04    0.108397E+03    0.247236E+02
   0.161000E+06    0.161593E+02   0.000000E+00     0.131974E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153504E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.686559E+05    0.901929E-03    0.976381E+04   0.000000E+00    0.000000E+00     0.189187E+04   0.000000E+00     0.127430E+05   0.000000E+00    0.000000E+00     0.176268E+06    0.953106E+04    0.108393E+03    0.247208E+02
   0.162000E+06    0.161592E+02   0.000000E+00     0.131967E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153411E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.684026E+05    0.901929E-03    0.976356E+04   0.000000E+00    0.000000E+00     0.184835E+04   0.000000E+00     0.127442E+05   0.000000E+00    0.000000E+00     0.174342E+06    0.953007E+04    0.108390E+03    0.247180E+02
   0.163000E+06    0.161592E+02   0.000000E+00     0.131961E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153318E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.681496E+05    0.901929E-03    0.976331E+04   0.000000E+00    0.000000E+00     0.180584E+04   0.000000E+00     0.127454E+05   0.000000E+00    0.000000E+00     0.172438E+06    0.952908E+04    0.108387E+03    0.247152E+02
   0.164000E+06    0.161592E+02   0.000000E+00     0.131955E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153225E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.678969E+05    0.901929E-03    0.976305E+04   0.000000E+00    0.000000E+00     0.176431E+04   0.000000E+00     0.127466E+05   0.000000E+00    0.000000E+00     0.170554E+06    0.952809E+04    0.108384E+03    0.247124E+02
   0.165000E+06    0.161591E+02   0.000000E+00     0.131949E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153132E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.676445E+05    0.901929E-03    0.976280E+04   0.000000E+00    0.000000E+00     0.172373E+04   0.000000E+00     0.127478E+05   0.000000E+00    0.000000E+00     0.168691E+06    0.952710E+04    0.108381E+03    0.247096E+02
   0.166000E+06    0.161591E+02   0.000000E+00     0.131943E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.153040E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.673923E+05    0.901929E-03    0.976255E+04   0.000000E+00    0.000000E+00     0.168409E+04   0.000000E+00     0.127489E+05   0.000000E+00    0.000000E+00     0.166849E+06    0.952611E+04    0.108377E+03    0.247068E+02
   0.167000E+06    0.161591E+02   0.000000E+00     0.131937E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152947E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.671405E+05    0.901929E-03    0.976230E+04   0.000000E+00    0.000000E+00     0.164536E+04   0.000000E+00     0.127500E+05   0.000000E+00    0.000000E+00     0.165026E+06    0.952513E+04    0.108374E+03    0.247040E+02
   0.168000E+06    0.161591E+02   0.000000E+00     0.131931E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152854E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.668890E+05    0.901929E-03    0.976205E+04   0.000000E+00    0.000000E+00     0.160751E+04   0.000000E+00     0.127512E+05   0.000000E+00    0.000000E+00     0.163223E+06    0.952414E+04    0.108371E+03    0.247012E+02
   0.169000E+06    0.161590E+02   0.000000E+00     0.131925E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152761E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.666378E+05    0.901929E-03    0.976180E+04   0.000000E+00    0.000000E+00     0.157054E+04   0.000000E+00     0.127523E+05   0.000000E+00    0.000000E+00     0.161440E+06    0.952315E+04    0.108368E+03    0.246984E+02
   0.170000E+06    0.161590E+02   0.000000E+00     0.131919E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152669E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.663870E+05    0.901929E-03    0.976155E+04   0.000000E+00    0.000000E+00     0.153442E+04   0.000000E+00     0.127534E+05   0.000000E+00    0.000000E+00     0.159677E+06    0.952216E+04    0.108365E+03    0.246956E+02
   0.171000E+06    0.161590E+02   0.000000E+00     0.131913E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152576E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.661364E+05    0.901929E-03    0.976130E+04   0.000000E+00    0.000000E+00     0.149913E+04   0.000000E+00     0.127544E+05   0.000000E+00    0.000000E+00     0.157933E+06    0.952117E+04    0.108361E+03    0.246928E+02
   0.172000E+06    0.161589E+02   0.000000E+00     0.131907E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152484E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.658861E+05    0.901929E-03    0.976105E+04   0.000000E+00    0.000000E+00     0.146465E+04   0.000000E+00     0.127555E+05   0.000000E+00    0.000000E+00     0.156208E+06    0.952018E+04    0.108358E+03    0.246900E+02
   0.173000E+06    0.161589E+02   0.000000E+00     0.131901E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152391E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.656361E+05    0.901929E-03    0.976080E+04   0.000000E+00    0.000000E+00     0.143097E+04   0.000000E+00     0.127565E+05   0.000000E+00    0.000000E+00     0.154501E+06    0.951919E+04    0.108355E+03    0.246872E+02
   0.174000E+06    0.161589E+02   0.000000E+00     0.131895E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152298E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.653865E+05    0.901929E-03    0.976055E+04   0.000000E+00    0.000000E+00     0.139806E+04   0.000000E+00     0.127576E+05   0.000000E+00    0.000000E+00     0.152814E+06    0.951820E+04    0.108352E+03    0.246844E+02
   0.175000E+06    0.161589E+02   0.000000E+00     0.131889E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152206E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.651372E+05    0.901929E-03    0.976029E+04   0.000000E+00    0.000000E+00     0.136590E+04   0.000000E+00     0.127586E+05   0.000000E+00    0.000000E+00     0.151144E+06    0.951721E+04    0.108349E+03    0.246816E+02
   0.176000E+06    0.161588E+02   0.000000E+00     0.131883E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152113E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.648881E+05    0.901929E-03    0.976004E+04   0.000000E+00    0.000000E+00     0.133449E+04   0.000000E+00     0.127596E+05   0.000000E+00    0.000000E+00     0.149493E+06    0.951622E+04    0.108345E+03    0.246788E+02
   0.177000E+06    0.161588E+02   0.000000E+00     0.131877E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.152021E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.646394E+05    0.901929E-03    0.975979E+04   0.000000E+00    0.000000E+00     0.130379E+04   0.000000E+00     0.127606E+05   0.000000E+00    0.000000E+00     0.147860E+06    0.951524E+04    0.108342E+03    0.246760E+02
   0.178000E+06    0.161588E+02   0.000000E+00     0.131871E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151928E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.643910E+05    0.901929E-03    0.975954E+04   0.000000E+00    0.000000E+00     0.127381E+04   0.000000E+00     0.127616E+05   0.000000E+00    0.000000E+00     0.146245E+06    0.951425E+04    0.108339E+03    0.246732E+02
   0.179000E+06    0.161587E+02   0.000000E+00     0.131865E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151836E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.641429E+05    0.901929E-03    0.975929E+04   0.000000E+00    0.000000E+00     0.124451E+04   0.000000E+00     0.127625E+05   0.000000E+00    0.000000E+00     0.144648E+06    0.951326E+04    0.108336E+03    0.246704E+02
   0.180000E+06    0.161587E+02   0.000000E+00     0.131859E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151744E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.638952E+05    0.901929E-03    0.975904E+04   0.000000E+00    0.000000E+00     0.121589E+04   0.000000E+00     0.127635E+05   0.000000E+00    0.000000E+00     0.143068E+06    0.951227E+04    0.108333E+03    0.246676E+02
   0.181000E+06    0.161587E+02   0.000000E+00     0.131853E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151651E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.636477E+05    0.901929E-03    0.975879E+04   0.000000E+00    0.000000E+00     0.118792E+04   0.000000E+00     0.127644E+05   0.000000E+00    0.000000E+00     0.141505E+06    0.951128E+04    0.108329E+03    0.246649E+02
   0.182000E+06    0.161587E+02   0.000000E+00     0.131847E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151559E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.634006E+05    0.901929E-03    0.975854E+04   0.000000E+00    0.000000E+00     0.116060E+04   0.000000E+00     0.127654E+05   0.000000E+00    0.000000E+00     0.139959E+06    0.951030E+04    0.108326E+03    0.246621E+02
   0.183000E+06    0.161586E+02   0.000000E+00     0.131841E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151466E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.631537E+05    0.901929E-03    0.975829E+04   0.000000E+00    0.000000E+00     0.113391E+04   0.000000E+00     0.127663E+05   0.000000E+00    0.000000E+00     0.138430E+06    0.950931E+04    0.108323E+03    0.246593E+02
   0.184000E+06    0.161586E+02   0.000000E+00     0.131835E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151374E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.629072E+05    0.901929E-03    0.975804E+04   0.000000E+00    0.000000E+00     0.110783E+04   0.000000E+00     0.127672E+05   0.000000E+00    0.000000E+00     0.136918E+06    0.950832E+04    0.108320E+03    0.246565E+02
   0.185000E+06    0.161586E+02   0.000000E+00     0.131829E+03    0.172912E-16   0.000000E+00    0.000000E+00    0.000000E+00     0.151282E+05   0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00     0.626610E+05    0.901929E-03    0.975779E+04   0.000000E+00    0.000000E+00     0.108235E+04   0.000000E+00     0.127681E+05   0.000000E+00    0.000000E+00     0.135423E+06    0.950733E+04    0.108317E+03    0.246537E+02
