======================================
       CROSS SECTION DATA USED        
======================================
 
Compiled: 15:08:41  11/01/2016    
MPI Processes:    1
 
Date: 21:35 24/06/2016
   1   1  42  92   1  0.100000E+04  0.000000E+00
   1   1  42  92   2  0.200000E+04  0.000000E+00
   1   1  42  92   3  0.300000E+04  0.000000E+00
   1   1  42  92   4  0.400000E+04  0.000000E+00
   1   1  42  92   5  0.500000E+04  0.000000E+00
   1   1  42  92   6  0.600000E+04  0.000000E+00
   1   1  42  92   7  0.700000E+04  0.000000E+00
   1   1  42  92   8  0.800000E+04  0.000000E+00
   1   1  42  92   9  0.900000E+04  0.157531E-03
   1   1  42  92  10  0.100000E+05  0.115554E+00
   1   1  42  92  11  0.110000E+05  0.154327E+00
   1   1  42  92  12  0.120000E+05  0.199116E+00
   1   1  42  92  13  0.130000E+05  0.249112E+00
   1   1  42  92  14  0.140000E+05  0.305420E+00
   1   1  42  92  15  0.150000E+05  0.363189E+00
   1   1  42  92  16  0.160000E+05  0.410522E+00
   1   1  42  92  17  0.170000E+05  0.453352E+00
   1   1  42  92  18  0.180000E+05  0.505723E+00
   1   1  42  92  19  0.190000E+05  0.570279E+00
   1   1  42  92  20  0.200000E+05  0.639401E+00
   1   1  42  92  21  0.220000E+05  0.785433E+00
   1   1  42  92  22  0.240000E+05  0.867587E+00
   1   1  42  92  23  0.260000E+05  0.919920E+00
   1   1  42  92  24  0.280000E+05  0.953165E+00
   1   1  42  92  25  0.300000E+05  0.997044E+00
   1   1  42  92  26  0.350000E+05  0.121924E+01
   1   1  42  92  27  0.400000E+05  0.132649E+01
   1   1  42  92  28  0.450000E+05  0.137607E+01
   1   1  42  92  29  0.500000E+05  0.145768E+01
   1   1  42  92  30  0.550000E+05  0.150752E+01
   1   1  42  92  31  0.600000E+05  0.154135E+01
   1   1  42  92  32  0.650000E+05  0.158012E+01
   1   1  42  92  33  0.700000E+05  0.161920E+01
   1   1  42  92  34  0.750000E+05  0.165246E+01
   1   1  42  92  35  0.800000E+05  0.168707E+01
   1   1  42  92  36  0.900000E+05  0.176442E+01
   1   1  42  92  37  0.100000E+06  0.183780E+01
   1   1  42  92  38  0.110000E+06  0.192369E+01
   1   1  42  92  39  0.120000E+06  0.203603E+01
   1   1  42  92  40  0.100000E+04  0.000000E+00
   1   1  42  92  41  0.200000E+04  0.547753E-11
   1   1  42  92  42  0.300000E+04  0.121563E-06
   1   1  42  92  43  0.400000E+04  0.146177E-03
   1   1  42  92  44  0.500000E+04  0.366009E-02
   1   1  42  92  45  0.600000E+04  0.278320E-01
   1   1  42  92  46  0.700000E+04  0.115653E+00
   1   1  42  92  47  0.800000E+04  0.347069E+00
   1   1  42  92  48  0.900000E+04  0.539204E+00
   1   1  42  92  49  0.100000E+05  0.572266E+00
   1   1  42  92  50  0.110000E+05  0.631449E+00
   1   1  42  92  51  0.120000E+05  0.661483E+00
   1   1  42  92  52  0.130000E+05  0.679057E+00
   1   1  42  92  53  0.140000E+05  0.700754E+00
   1   1  42  92  54  0.150000E+05  0.759591E+00
   1   1  42  92  55  0.160000E+05  0.943470E+00
   1   1  42  92  56  0.170000E+05  0.118814E+01
   1   1  42  92  57  0.180000E+05  0.136823E+01
   1   1  42  92  58  0.190000E+05  0.146258E+01
   1   1  42  92  59  0.200000E+05  0.149565E+01
   1   1  42  92  60  0.220000E+05  0.146132E+01
   1   1  42  92  61  0.240000E+05  0.144339E+01
   1   1  42  92  62  0.260000E+05  0.144694E+01
   1   1  42  92  63  0.280000E+05  0.148904E+01
   1   1  42  92  64  0.300000E+05  0.160659E+01
   1   1  42  92  65  0.350000E+05  0.178052E+01
   1   1  42  92  66  0.400000E+05  0.179429E+01
   1   1  42  92  67  0.450000E+05  0.190150E+01
   1   1  42  92  68  0.500000E+05  0.194300E+01
   1   1  42  92  69  0.550000E+05  0.195837E+01
   1   1  42  92  70  0.600000E+05  0.200249E+01
   1   1  42  92  71  0.650000E+05  0.202852E+01
   1   1  42  92  72  0.700000E+05  0.204069E+01
   1   1  42  92  73  0.750000E+05  0.204721E+01
   1   1  42  92  74  0.800000E+05  0.205440E+01
   1   1  42  92  75  0.900000E+05  0.207637E+01
   1   1  42  92  76  0.100000E+06  0.209735E+01
   1   1  42  92  77  0.110000E+06  0.212898E+01
   1   1  42  92  78  0.120000E+06  0.217566E+01
   1   1  42  92  79  0.130000E+06  0.222163E+01
   1   1  42  92  80  0.140000E+06  0.226781E+01
   1   1  42  92  81  0.150000E+06  0.231358E+01
   1   1  42  92  82  0.160000E+06  0.235877E+01
   1   1  42  92  83  0.180000E+06  0.245428E+01
   1   1  42  92  84  0.200000E+06  0.255441E+01
   1   1  42  92  85  0.100000E+04  0.000000E+00
   1   1  42  92  86  0.200000E+04  0.000000E+00
   1   1  42  92  87  0.300000E+04  0.000000E+00
   1   1  42  92  88  0.400000E+04  0.000000E+00
   1   1  42  92  89  0.500000E+04  0.000000E+00
   1   1  42  92  90  0.600000E+04  0.000000E+00
   1   1  42  92  91  0.700000E+04  0.000000E+00
   1   1  42  92  92  0.800000E+04  0.000000E+00
   1   1  42  92  93  0.900000E+04  0.000000E+00
   1   1  42  92  94  0.100000E+05  0.000000E+00
   1   1  42  92  95  0.110000E+05  0.000000E+00
   1   1  42  92  96  0.120000E+05  0.300181E-12
   1   1  42  92  97  0.130000E+05  0.591154E-08
   1   1  42  92  98  0.140000E+05  0.587381E-06
   1   1  42  92  99  0.150000E+05  0.749539E-05
   1   1  42  92 100  0.160000E+05  0.457629E-04
   1   1  42  92 101  0.170000E+05  0.188450E-03
   1   1  42  92 102  0.180000E+05  0.602015E-03
   1   1  42  92 103  0.190000E+05  0.148741E-02
   1   1  42  92 104  0.200000E+05  0.288383E-02
   1   1  42  92 105  0.220000E+05  0.671945E-02
   1   1  42  92 106  0.240000E+05  0.114311E-01
   1   1  42  92 107  0.260000E+05  0.163644E-01
   1   1  42  92 108  0.280000E+05  0.217603E-01
   1   1  42  92 109  0.300000E+05  0.264481E-01
   1   1  42  92 110  0.350000E+05  0.368722E-01
   1   1  42  92 111  0.400000E+05  0.463577E-01
   1   1  42  92 112  0.450000E+05  0.545921E-01
   1   1  42  92 113  0.500000E+05  0.616249E-01
   1   1  42  92 114  0.550000E+05  0.686019E-01
   1   1  42  92 115  0.600000E+05  0.733129E-01
   1   1  42  92 116  0.650000E+05  0.787224E-01
   1   1  42  92 117  0.700000E+05  0.826778E-01
   1   1  42  92 118  0.750000E+05  0.868764E-01
   1   1  42  92 119  0.800000E+05  0.902473E-01
   1   1  42  92 120  0.900000E+05  0.903712E-01
   1   1  42  92 121  0.100000E+04  0.000000E+00
   1   1  42  92 122  0.200000E+04  0.000000E+00
