 
  0.198275E+02       1  0.000000E+00
  0.396550E+02       2  0.000000E+00
  0.594825E+02       3  0.740326E+01
  0.793100E+02       4  0.000000E+00
  0.991375E+02       5  0.210992E+02
  0.118965E+03       6  0.830856E-02
  0.138793E+03       7  0.489912E+04
  0.158620E+03       8  0.000000E+00
  0.178447E+03       9  0.216639E+00
  0.198275E+03      10  0.162184E+03
  0.218103E+03      11  0.144067E+05
  0.237930E+03      12  0.245419E+04
  0.257757E+03      13  0.694358E+00
  0.277585E+03      14  0.217341E-08
  0.297413E+03      15  0.000000E+00
  0.317240E+03      16  0.237194E+06
  0.337067E+03      17  0.000000E+00
  0.356895E+03      18  0.674795E+04
  0.376723E+03      19  0.430273E+04
  0.396550E+03      20  0.960007E-01
  0.416377E+03      21  0.115996E+00
  0.436205E+03      22  0.460058E+05
  0.456033E+03      23  0.142096E+03
  0.475860E+03      24  0.263817E+05
  0.495688E+03      25  0.553085E+04
  0.515515E+03      26  0.464391E-07
  0.535342E+03      27  0.101591E+03
  0.555170E+03      28  0.251498E+05
  0.574998E+03      29  0.571118E+05
  0.594825E+03      30  0.777041E+04
  0.614653E+03      31  0.144061E+05
  0.634480E+03      32  0.144142E+00
  0.654308E+03      33  0.427202E-01
  0.674135E+03      34  0.000000E+00
  0.693962E+03      35  0.298519E-02
  0.713790E+03      36  0.429304E+04
  0.733618E+03      37  0.196306E+05
  0.753445E+03      38  0.137437E+03
  0.773273E+03      39  0.444841E+07
  0.793100E+03      40  0.614183E+07
  0.812928E+03      41  0.504223E+07
  0.832755E+03      42  0.938201E+00
  0.852582E+03      43  0.600444E+07
  0.872410E+03      44  0.193346E+05
  0.892238E+03      45  0.613409E+04
  0.912065E+03      46  0.400743E+04
  0.931893E+03      47  0.327252E+03
  0.951720E+03      48  0.924834E+05
  0.971548E+03      49  0.665270E+00
  0.991375E+03      50  0.102349E-01
  0.101120E+04      51  0.383810E-01
  0.103103E+04      52  0.426455E-02
  0.105086E+04      53  0.000000E+00
  0.107068E+04      54  0.711487E+02
  0.109051E+04      55  0.177408E+06
  0.111034E+04      56  0.674841E+05
  0.113017E+04      57  0.932382E+06
  0.115000E+04      58  0.000000E+00
  0.116982E+04      59  0.119091E-10
  0.118965E+04      60  0.141145E-10
  0.120948E+04      61  0.226999E+05
  0.122931E+04      62  0.444632E+03
  0.124913E+04      63  0.143625E-07
  0.126896E+04      64  0.738804E-07
  0.128879E+04      65  0.000000E+00
  0.130862E+04      66  0.189978E-07
  0.132844E+04      67  0.000000E+00
  0.134827E+04      68  0.450809E-02
  0.136810E+04      69  0.125596E-01
  0.138792E+04      70  0.108018E-03
  0.140775E+04      71  0.000000E+00
  0.142758E+04      72  0.489823E-04
  0.144741E+04      73  0.334362E+04
  0.146724E+04      74  0.760874E-07
  0.148706E+04      75  0.164530E-02
  0.150689E+04      76  0.570532E+04
  0.152672E+04      77  0.462203E-02
  0.154655E+04      78  0.144435E-03
  0.156637E+04      79  0.969297E+03
  0.158620E+04      80  0.316630E-07
  0.160603E+04      81  0.968839E+02
  0.162586E+04      82  0.643064E+02
  0.164568E+04      83  0.267068E+02
  0.166551E+04      84  0.428795E+01
  0.168534E+04      85  0.444632E+00
  0.170516E+04      86  0.000000E+00
  0.172499E+04      87  0.301359E+02
  0.174482E+04      88  0.496921E+01
  0.176465E+04      89  0.000000E+00
  0.178448E+04      90  0.124873E+02
  0.180430E+04      91  0.000000E+00
  0.182413E+04      92  0.000000E+00
  0.184396E+04      93  0.968861E-05
  0.186379E+04      94  0.000000E+00
  0.188361E+04      95  0.000000E+00
  0.190344E+04      96  0.000000E+00
  0.192327E+04      97  0.454309E-09
  0.194310E+04      98  0.000000E+00
  0.196292E+04      99  0.401065E-08
  0.198275E+04     100  0.000000E+00
  0.200258E+04     101  0.000000E+00
  0.202240E+04     102  0.000000E+00
  0.204223E+04     103  0.000000E+00
  0.206206E+04     104  0.000000E+00
  0.208189E+04     105  0.000000E+00
  0.210172E+04     106  0.358848E-07
  0.212154E+04     107  0.000000E+00
  0.214137E+04     108  0.415841E-07
  0.216120E+04     109  0.000000E+00
  0.218103E+04     110  0.000000E+00
  0.220085E+04     111  0.100906E-09
  0.222068E+04     112  0.000000E+00
  0.224051E+04     113  0.738804E-08
  0.226034E+04     114  0.000000E+00
  0.228016E+04     115  0.000000E+00
  0.229999E+04     116  0.675478E-08
  0.231982E+04     117  0.000000E+00
  0.233964E+04     118  0.000000E+00
  0.235947E+04     119  0.000000E+00
  0.237930E+04     120  0.000000E+00
  0.239913E+04     121  0.316630E-08
  0.241895E+04     122  0.600346E-04
  0.243878E+04     123  0.000000E+00
  0.245861E+04     124  0.198485E-11
  0.247844E+04     125  0.330808E-11
  0.249826E+04     126  0.854049E-05
  0.251809E+04     127  0.000000E+00
  0.253792E+04     128  0.000000E+00
  0.255775E+04     129  0.000000E+00
  0.257758E+04     130  0.160426E-06
  0.259740E+04     131  0.000000E+00
  0.261723E+04     132  0.179424E-07
  0.263706E+04     133  0.000000E+00
  0.265689E+04     134  0.000000E+00
  0.267671E+04     135  0.000000E+00
  0.269654E+04     136  0.000000E+00
  0.271637E+04     137  0.000000E+00
  0.273620E+04     138  0.666380E-04
  0.275602E+04     139  0.274413E-07
  0.277585E+04     140  0.000000E+00
  0.279568E+04     141  0.000000E+00
  0.281551E+04     142  0.000000E+00
  0.283533E+04     143  0.565180E-05
  0.285516E+04     144  0.000000E+00
  0.287499E+04     145  0.000000E+00
  0.289482E+04     146  0.120320E-07
