======================================
                 ACTIVITY HISTORY FILE
======================================
 
Date: 01:11 04/02/2014
 0.6000000000D+02  0.8890015332D+04
 0.1200000000D+03  0.1777249048D+05
 0.1800000000D+03  0.2664751331D+05
 0.2400000000D+03  0.3551521536D+05
 0.3000000000D+03  0.4437572820D+05
 0.3600000000D+03  0.4433899207D+05
 0.4200000000D+03  0.4430282595D+05
 0.4800000000D+03  0.4426718599D+05
 0.5400000000D+03  0.4423207220D+05
 0.6000000000D+03  0.4419748457D+05
 0.6600000000D+03  0.4416333540D+05
 0.7200000000D+03  0.4412971240D+05
 0.7800000000D+03  0.4409661557D+05
 0.8400000000D+03  0.4406395720D+05
 0.9000000000D+03  0.4403182499D+05
 0.9600000000D+03  0.4400013126D+05
 0.1020000000D+04  0.4396891983D+05
 0.1080000000D+04  0.4393814688D+05
 0.1140000000D+04  0.4390785625D+05
 0.1200000000D+04  0.4387800408D+05
 0.1260000000D+04  0.4384854653D+05
 0.1320000000D+04  0.4381957130D+05
 0.1380000000D+04  0.4379099069D+05
 0.1440000000D+04  0.4376284856D+05
 0.1500000000D+04  0.4373514489D+05
 0.1560000000D+04  0.4370779199D+05
 0.1620000000D+04  0.4368087756D+05
 0.1680000000D+04  0.4365431391D+05
 0.1740000000D+04  0.4362818873D+05
 0.1800000000D+04  0.4360241432D+05
 0.1860000000D+04  0.4357707838D+05
 0.1920000000D+04  0.4355204937D+05
 0.1980000000D+04  0.4352741499D+05
 0.2040000000D+04  0.4350313137D+05
 0.2100000000D+04  0.4347919854D+05
 0.2160000000D+04  0.4345561647D+05
 0.2220000000D+04  0.4343238518D+05
 0.2280000000D+04  0.4340950467D+05
 0.2340000000D+04  0.4338693109D+05
 0.2400000000D+04  0.4336470828D+05
 0.2460000000D+04  0.4334279240D+05
 0.2520000000D+04  0.4332118344D+05
 0.2580000000D+04  0.4329988142D+05
 0.2640000000D+04  0.4327888632D+05
 0.2700000000D+04  0.4325824200D+05
 0.2760000000D+04  0.4323790461D+05
 0.2820000000D+04  0.4321783029D+05
 0.2880000000D+04  0.4319806291D+05
 0.2940000000D+04  0.4317860246D+05
 0.3000000000D+04  0.4315940508D+05
 0.3060000000D+04  0.4314047079D+05
 0.3120000000D+04  0.4312184342D+05
 0.3180000000D+04  0.4310347914D+05
 0.3240000000D+04  0.4308537794D+05
 0.3300000000D+04  0.4306753982D+05
 0.3360000000D+04  0.4304996478D+05
 0.3420000000D+04  0.4303265282D+05
 0.3480000000D+04  0.4301560394D+05
 0.3540000000D+04  0.4299877430D+05
 0.3600000000D+04  0.4298220774D+05
 0.3660000000D+04  0.4296586041D+05
 0.3720000000D+04  0.4294977617D+05
 0.3780000000D+04  0.4293391116D+05
 0.3840000000D+04  0.4291826538D+05
 0.3900000000D+04  0.4290283884D+05
 0.3960000000D+04  0.4288767538D+05
 0.4020000000D+04  0.4287273115D+05
 0.4080000000D+04  0.4285796231D+05
 0.4140000000D+04  0.4284341276D+05
 0.4200000000D+04  0.4282908250D+05
 0.4260000000D+04  0.4281497148D+05
 0.4320000000D+04  0.4280107968D+05
 0.4380000000D+04  0.4278736328D+05
 0.4440000000D+04  0.4277382226D+05
 0.4500000000D+04  0.4276050048D+05
 0.4560000000D+04  0.4274739793D+05
 0.4620000000D+04  0.4273442693D+05
 0.4680000000D+04  0.4272163131D+05
 0.4740000000D+04  0.4270910070D+05
 0.4800000000D+04  0.4269671126D+05
 0.4860000000D+04  0.4268445336D+05
 0.4920000000D+04  0.4267245855D+05
 0.4980000000D+04  0.4266059527D+05
 0.5040000000D+04  0.4264886354D+05
 0.5100000000D+04  0.4263739489D+05
 0.5160000000D+04  0.4262605778D+05
 0.5220000000D+04  0.4261485221D+05
 0.5280000000D+04  0.4260386587D+05
 0.5340000000D+04  0.4259296723D+05
 0.5400000000D+04  0.4258228782D+05
 0.5460000000D+04  0.4257169610D+05
 0.5520000000D+04  0.4256127978D+05
 0.5580000000D+04  0.4255103884D+05
 0.5640000000D+04  0.4254088559D+05
 0.5700000000D+04  0.4253095158D+05
 0.5760000000D+04  0.4252106142D+05
 0.5820000000D+04  0.4251143433D+05
 0.5880000000D+04  0.4250185110D+05
 0.5940000000D+04  0.4249248710D+05
 0.6000000000D+04  0.4248316694D+05
 0.6060000000D+04  0.4247406602D+05
 0.6120000000D+04  0.4246500895D+05
 0.6180000000D+04  0.4245617111D+05
 0.6240000000D+04  0.4244733327D+05
 0.6300000000D+04  0.4243875851D+05
 0.6360000000D+04  0.4243018375D+05
 0.6420000000D+04  0.4242182823D+05
 0.6480000000D+04  0.4241351655D+05
 0.6540000000D+04  0.4240538027D+05
 0.6600000000D+04  0.4239733167D+05
 0.6660000000D+04  0.4238937077D+05
 0.6720000000D+04  0.4238158525D+05
 0.6780000000D+04  0.4237379974D+05
 0.6840000000D+04  0.4236627731D+05
 0.6900000000D+04  0.4235875488D+05
 0.6960000000D+04  0.4235136398D+05
 0.7020000000D+04  0.4234410463D+05
 0.7080000000D+04  0.4233684528D+05
 0.7140000000D+04  0.4232984901D+05
 0.7200000000D+04  0.4232285274D+05
 0.7260000000D+04  0.4231594417D+05
 0.7320000000D+04  0.4230921098D+05
 0.7380000000D+04  0.4230247779D+05
 0.7440000000D+04  0.4229587614D+05
 0.7500000000D+04  0.4228940603D+05
 0.7560000000D+04  0.4228293593D+05
 0.7620000000D+04  0.4227664121D+05
 0.7680000000D+04  0.4227043418D+05
 0.7740000000D+04  0.4226422716D+05
 0.7800000000D+04  0.4225815167D+05
 0.7860000000D+04  0.4225220773D+05
 0.7920000000D+04  0.4224626378D+05
 0.7980000000D+04  0.4224040753D+05
 0.8040000000D+04  0.4223472667D+05
 0.8100000000D+04  0.4222904581D+05
 0.8160000000D+04  0.4222336494D+05
 0.8220000000D+04  0.4221794716D+05
 0.8280000000D+04  0.4221252940D+05
 0.8340000000D+04  0.4220711172D+05
 0.8400000000D+04  0.4220182559D+05
 0.8460000000D+04  0.4219667100D+05
 0.8520000000D+04  0.4219151641D+05
 0.8580000000D+04  0.4218636182D+05
 0.8640000000D+04  0.4218142646D+05
 0.8700000000D+04  0.4217653495D+05
 0.8760000000D+04  0.4217164344D+05
 0.8820000000D+04  0.4216675193D+05
 0.8880000000D+04  0.4216212350D+05
 0.8940000000D+04  0.4215749508D+05
 0.9000000000D+04  0.4215286665D+05
 0.9060000000D+04  0.4214823822D+05
 0.9120000000D+04  0.4214382902D+05
 0.9180000000D+04  0.4213946368D+05
 0.9240000000D+04  0.4213509833D+05
 0.9300000000D+04  0.4213073298D+05
 0.9360000000D+04  0.4212645533D+05
 0.9420000000D+04  0.4212235306D+05
 0.9480000000D+04  0.4211825080D+05
 0.9540000000D+04  0.4211414853D+05
 0.9600000000D+04  0.4211004627D+05
 0.9660000000D+04  0.4210611939D+05
 0.9720000000D+04  0.4210228020D+05
 0.9780000000D+04  0.4209844102D+05
 0.9840000000D+04  0.4209460183D+05
 0.9900000000D+04  0.4209076265D+05
 0.9960000000D+04  0.4208705501D+05
 0.1002000000D+05  0.4208347890D+05
 0.1008000000D+05  0.4207990280D+05
 0.1014000000D+05  0.4207632670D+05
 0.1020000000D+05  0.4207275059D+05
 0.1026000000D+05  0.4206917449D+05
 0.1032000000D+05  0.4206581762D+05
 0.1038000000D+05  0.4206250460D+05
 0.1044000000D+05  0.4205919158D+05
 0.1050000000D+05  0.4205587855D+05
