#Header 
#Target 77 188 0
#Product 0 1 0
#Datapoints 45
1000000 0
2000000 3.188048721E-15
3000000 1.0029586874E-8
4000000 2.3683001426E-6
5000000 8.515714232443E-5
6000000 0.0011093464986
7000000 0.00752128032
8000000 0.031701586959
9000000 0.090115720274
10000000 0.1846639052
11000000 0.326965485
12000000 0.6267730308
13000000 0.9435463695
14000000 1.235690602984
15000000 1.494889495515
16000000 1.7168908303
17000000 1.901966352
18000000 2.05743456
19000000 2.24852034
20000000 2.506905963
22000000 3.004425849
24000000 3.45334073
26000000 3.722566652
28000000 3.90246339
30000000 4.13563227
35000000 4.88044345987
40000000 5.28532214546
45000000 5.69583574772
50000000 5.9843413143
55000000 6.25551836448
60000000 6.45135937012
65000000 6.63601581045
70000000 6.80657258111
75000000 6.93012879375
80000000 7.07081930864
90000000 7.34309877539
100000000 7.59600422998
110000000 7.86639225225
120000000 8.12731801917
130000000 8.37975364083
140000000 8.61826441898
150000000 8.8505687864
160000000 9.08451475372
180000000 9.5462527769
200000000 10.27678781802
#Header 
#Target 77 188 0
#Product 1 1 0
#Datapoints 45
1000000 0
2000000 0
3000000 5.982964264E-17
4000000 1.0180677682E-12
5000000 4.666677254833E-10
6000000 4.001928877E-8
7000000 1.67238576E-6
8000000 3.290303853E-5
9000000 0.00030045429657
10000000 0.0013710906235
11000000 0.003774111
12000000 0.00787319813
13000000 0.014149832202
14000000 0.02268656507023
15000000 0.03293304338673
16000000 0.044107636487
17000000 0.0556787803
18000000 0.0676038744
19000000 0.0802063911
20000000 0.09429499683
22000000 0.12522303527
24000000 0.160598515
26000000 0.1991593828
28000000 0.2405438292
30000000 0.2839966185
35000000 0.399105892966
40000000 0.518080970455
45000000 0.632795506932
50000000 0.74175035364
55000000 0.842766280608
60000000 0.935503506364
65000000 1.020144092175
70000000 1.095197635776
75000000 1.163762574268
80000000 1.224213170576
90000000 1.330810044907
100000000 1.418994723812
110000000 1.49643769884
120000000 1.569697272129
130000000 1.636638499782
140000000 1.70012796954
150000000 1.75647499808
160000000 1.81106045358
180000000 1.9189289028
