======================================
       CROSS SECTION DATA USED        
======================================
 
Compiled: 22:34:12  01/06/2015    
MPI Processes:    2
 
Date: 18:31 10/06/2015
   1   1  26  54   1  0.100000E+04  0.000000E+00
   1   1  26  54   2  0.200000E+04  0.000000E+00
   1   1  26  54   3  0.300000E+04  0.000000E+00
   1   1  26  54   4  0.400000E+04  0.000000E+00
   1   1  26  54   5  0.500000E+04  0.000000E+00
   1   1  26  54   6  0.600000E+04  0.000000E+00
   1   1  26  54   7  0.700000E+04  0.000000E+00
   1   1  26  54   8  0.800000E+04  0.000000E+00
   1   1  26  54   9  0.900000E+04  0.000000E+00
   1   1  26  54  10  0.100000E+05  0.695931E-02
   1   1  26  54  11  0.110000E+05  0.237803E-01
   1   1  26  54  12  0.120000E+05  0.616678E-01
   1   1  26  54  13  0.130000E+05  0.977835E-01
   1   1  26  54  14  0.140000E+05  0.119596E+00
   1   1  26  54  15  0.150000E+05  0.132695E+00
   1   1  26  54  16  0.160000E+05  0.141880E+00
   1   1  26  54  17  0.170000E+05  0.151907E+00
   1   1  26  54  18  0.180000E+05  0.172358E+00
   1   1  26  54  19  0.190000E+05  0.205309E+00
   1   1  26  54  20  0.200000E+05  0.242226E+00
   1   1  26  54  21  0.220000E+05  0.296001E+00
   1   1  26  54  22  0.240000E+05  0.315418E+00
   1   1  26  54  23  0.260000E+05  0.320685E+00
   1   1  26  54  24  0.280000E+05  0.325392E+00
   1   1  26  54  25  0.300000E+05  0.340629E+00
   1   1  26  54  26  0.350000E+05  0.444572E+00
   1   1  26  54  27  0.400000E+05  0.501448E+00
   1   1  26  54  28  0.450000E+05  0.537495E+00
   1   1  26  54  29  0.500000E+05  0.581708E+00
   1   1  26  54  30  0.550000E+05  0.613263E+00
   1   1  26  54  31  0.600000E+05  0.642304E+00
   1   1  26  54  32  0.650000E+05  0.667496E+00
   1   1  26  54  33  0.700000E+05  0.690410E+00
   1   1  26  54  34  0.750000E+05  0.708829E+00
   1   1  26  54  35  0.800000E+05  0.734074E+00
   1   1  26  54  36  0.900000E+05  0.791262E+00
   1   1  26  54  37  0.100000E+06  0.851709E+00
   1   1  26  54  38  0.110000E+06  0.912881E+00
   1   1  26  54  39  0.100000E+04  0.000000E+00
   1   1  26  54  40  0.200000E+04  0.566770E-08
   1   1  26  54  41  0.300000E+04  0.407237E-03
   1   1  26  54  42  0.400000E+04  0.123738E-01
   1   1  26  54  43  0.500000E+04  0.714970E-01
   1   1  26  54  44  0.600000E+04  0.213613E+00
   1   1  26  54  45  0.700000E+04  0.400796E+00
   1   1  26  54  46  0.800000E+04  0.559816E+00
   1   1  26  54  47  0.900000E+04  0.708297E+00
   1   1  26  54  48  0.100000E+05  0.765190E+00
   1   1  26  54  49  0.110000E+05  0.797320E+00
   1   1  26  54  50  0.120000E+05  0.798185E+00
   1   1  26  54  51  0.130000E+05  0.796330E+00
   1   1  26  54  52  0.140000E+05  0.827838E+00
   1   1  26  54  53  0.150000E+05  0.922833E+00
   1   1  26  54  54  0.160000E+05  0.108543E+01
   1   1  26  54  55  0.170000E+05  0.125555E+01
   1   1  26  54  56  0.180000E+05  0.138079E+01
   1   1  26  54  57  0.190000E+05  0.145125E+01
   1   1  26  54  58  0.200000E+05  0.148201E+01
   1   1  26  54  59  0.220000E+05  0.149248E+01
   1   1  26  54  60  0.240000E+05  0.148942E+01
   1   1  26  54  61  0.260000E+05  0.148958E+01
   1   1  26  54  62  0.280000E+05  0.150981E+01
   1   1  26  54  63  0.300000E+05  0.155995E+01
   1   1  26  54  64  0.350000E+05  0.162112E+01
   1   1  26  54  65  0.400000E+05  0.160815E+01
   1   1  26  54  66  0.450000E+05  0.162252E+01
   1   1  26  54  67  0.500000E+05  0.162380E+01
   1   1  26  54  68  0.550000E+05  0.160987E+01
   1   1  26  54  69  0.600000E+05  0.160552E+01
   1   1  26  54  70  0.650000E+05  0.159967E+01
   1   1  26  54  71  0.700000E+05  0.159688E+01
   1   1  26  54  72  0.750000E+05  0.159414E+01
   1   1  26  54  73  0.800000E+05  0.160216E+01
   1   1  26  54  74  0.900000E+05  0.162848E+01
   1   1  26  54  75  0.100000E+06  0.165863E+01
   1   1  26  54  76  0.110000E+06  0.169133E+01
   1   1  26  54  77  0.120000E+06  0.172352E+01
   1   1  26  54  78  0.130000E+06  0.175435E+01
   1   1  26  54  79  0.140000E+06  0.178481E+01
   1   1  26  54  80  0.150000E+06  0.181404E+01
   1   1  26  54  81  0.160000E+06  0.184257E+01
   1   1  26  54  82  0.180000E+06  0.189994E+01
   1   1  26  54  83  0.200000E+06  0.195858E+01
   1   1  26  54  84  0.100000E+04  0.000000E+00
   1   1  26  54  85  0.200000E+04  0.000000E+00
   1   1  26  54  86  0.300000E+04  0.000000E+00
   1   1  26  54  87  0.400000E+04  0.000000E+00
   1   1  26  54  88  0.500000E+04  0.000000E+00
   1   1  26  54  89  0.600000E+04  0.000000E+00
   1   1  26  54  90  0.700000E+04  0.000000E+00
   1   1  26  54  91  0.800000E+04  0.000000E+00
   1   1  26  54  92  0.900000E+04  0.000000E+00
   1   1  26  54  93  0.100000E+05  0.000000E+00
   1   1  26  54  94  0.110000E+05  0.000000E+00
   1   1  26  54  95  0.120000E+05  0.513690E-13
   1   1  26  54  96  0.130000E+05  0.204158E-06
   1   1  26  54  97  0.140000E+05  0.288973E-04
   1   1  26  54  98  0.150000E+05  0.313031E-03
   1   1  26  54  99  0.160000E+05  0.112514E-02
   1   1  26  54 100  0.170000E+05  0.237178E-02
   1   1  26  54 101  0.180000E+05  0.409746E-02
   1   1  26  54 102  0.190000E+05  0.607658E-02
   1   1  26  54 103  0.200000E+05  0.832132E-02
   1   1  26  54 104  0.220000E+05  0.131681E-01
   1   1  26  54 105  0.240000E+05  0.179482E-01
   1   1  26  54 106  0.260000E+05  0.225786E-01
   1   1  26  54 107  0.280000E+05  0.271903E-01
   1   1  26  54 108  0.300000E+05  0.320882E-01
   1   1  26  54 109  0.350000E+05  0.400890E-01
   1   1  26  54 110  0.400000E+05  0.480308E-01
   1   1  26  54 111  0.450000E+05  0.545878E-01
   1   1  26  54 112  0.500000E+05  0.602609E-01
   1   1  26  54 113  0.550000E+05  0.656021E-01
   1   1  26  54 114  0.600000E+05  0.683876E-01
   1   1  26  54 115  0.650000E+05  0.721461E-01
   1   1  26  54 116  0.700000E+05  0.739419E-01
   1   1  26  54 117  0.750000E+05  0.766014E-01
   1   1  26  54 118  0.800000E+05  0.779695E-01
   1   1  26  54 119  0.900000E+05  0.780117E-01
   1   1  26  54 120  0.100000E+04  0.000000E+00
   1   1  26  54 121  0.200000E+04  0.000000E+00
   1   1  26  54 122  0.300000E+04  0.000000E+00
   1   1  26  54 123  0.400000E+04  0.000000E+00
   1   1  26  54 124  0.500000E+04  0.000000E+00
   1   1  26  54 125  0.600000E+04  0.000000E+00
   1   1  26  54 126  0.700000E+04  0.000000E+00
   1   1  26  54 127  0.800000E+04  0.000000E+00
   1   1  26  54 128  0.900000E+04  0.000000E+00
   1   1  26  54 129  0.100000E+05  0.000000E+00
   1   1  26  54 130  0.110000E+05  0.000000E+00
   1   1  26  54 131  0.120000E+05  0.000000E+00
   1   1  26  54 132  0.130000E+05  0.000000E+00
   1   1  26  54 133  0.140000E+05  0.000000E+00
   1   1  26  54 134  0.150000E+05  0.000000E+00
   1   1  26  54 135  0.160000E+05  0.000000E+00
   1   1  26  54 136  0.170000E+05  0.791715E-12
   1   1  26  54 137  0.180000E+05  0.168512E-07
   1   1  26  54 138  0.190000E+05  0.998347E-06
   1   1  26  54 139  0.200000E+05  0.835878E-05
   1   1  26  54 140  0.220000E+05  0.356799E-04
   1   1  26  54 141  0.240000E+05  0.545774E-04
   1   1  26  54 142  0.260000E+05  0.756997E-04
   1   1  26  54 143  0.280000E+05  0.153774E-03
   1   1  26  54 144  0.300000E+05  0.329630E-03
   1   1  26  54 145  0.350000E+05  0.102924E-02
   1   1  26  54 146  0.400000E+05  0.178259E-02
   1   1  26  54 147  0.450000E+05  0.256692E-02
   1   1  26  54 148  0.500000E+05  0.332915E-02
   1   1  26  54 149  0.550000E+05  0.406753E-02
   1   1  26  54 150  0.600000E+05  0.477721E-02
   1   1  26  54 151  0.100000E+04  0.000000E+00
   1   1  26  54 152  0.200000E+04  0.000000E+00
   1   1  26  54 153  0.300000E+04  0.000000E+00
   1   1  26  54 154  0.400000E+04  0.000000E+00
   1   1  26  54 155  0.500000E+04  0.000000E+00
   1   1  26  54 156  0.600000E+04  0.000000E+00
   1   1  26  54 157  0.700000E+04  0.000000E+00
   1   1  26  54 158  0.800000E+04  0.000000E+00
   1   1  26  54 159  0.900000E+04  0.000000E+00
   1   1  26  54 160  0.100000E+05  0.000000E+00
   1   1  26  54 161  0.110000E+05  0.000000E+00
   1   1  26  54 162  0.120000E+05  0.000000E+00
   1   1  26  54 163  0.130000E+05  0.000000E+00
   1   1  26  54 164  0.140000E+05  0.000000E+00
   1   1  26  54 165  0.150000E+05  0.690673E-18
   1   1  26  54 166  0.160000E+05  0.486159E-12
   1   1  26  54 167  0.170000E+05  0.436882E-09
   1   1  26  54 168  0.180000E+05  0.313854E-07
   1   1  26  54 169  0.190000E+05  0.578671E-06
   1   1  26  54 170  0.200000E+05  0.475563E-05
   1   1  26  54 171  0.220000E+05  0.915241E-04
   1   1  26  54 172  0.240000E+05  0.580174E-03
   1   1  26  54 173  0.260000E+05  0.174224E-02
   1   1  26  54 174  0.280000E+05  0.349662E-02
   1   1  26  54 175  0.300000E+05  0.567306E-02
   1   1  26  54 176  0.350000E+05  0.118404E-01
   1   1  26  54 177  0.400000E+05  0.173604E-01
   1   1  26  54 178  0.450000E+05  0.224218E-01
   1   1  26  54 179  0.500000E+05  0.264798E-01
   1   1  26  54 180  0.550000E+05  0.293707E-01
   1   1  26  54 181  0.600000E+05  0.315060E-01
   1   1  26  54 182  0.650000E+05  0.329987E-01
   1   1  26  54 183  0.700000E+05  0.343873E-01
   1   1  26  54 184  0.100000E+04  0.000000E+00
   1   1  26  54 185  0.200000E+04  0.000000E+00
   1   1  26  54 186  0.300000E+04  0.000000E+00
   1   1  26  54 187  0.400000E+04  0.000000E+00
   1   1  26  54 188  0.500000E+04  0.289070E-14
   1   1  26  54 189  0.600000E+04  0.751567E-09
   1   1  26  54 190  0.700000E+04  0.530951E-06
   1   1  26  54 191  0.800000E+04  0.343370E-04
   1   1  26  54 192  0.900000E+04  0.444704E-03
   1   1  26  54 193  0.100000E+05  0.248532E-02
   1   1  26  54 194  0.110000E+05  0.752387E-02
   1   1  26  54 195  0.120000E+05  0.136552E-01
   1   1  26  54 196  0.130000E+05  0.194889E-01
   1   1  26  54 197  0.140000E+05  0.254778E-01
   1   1  26  54 198  0.150000E+05  0.304741E-01
   1   1  26  54 199  0.160000E+05  0.340618E-01
   1   1  26  54 200  0.170000E+05  0.366595E-01
   1   1  26  54 201  0.180000E+05  0.385324E-01
   1   1  26  54 202  0.190000E+05  0.399723E-01
   1   1  26  54 203  0.200000E+05  0.412286E-01
   1   1  26  54 204  0.220000E+05  0.437560E-01
   1   1  26  54 205  0.240000E+05  0.471362E-01
   1   1  26  54 206  0.260000E+05  0.529492E-01
   1   1  26  54 207  0.280000E+05  0.600746E-01
   1   1  26  54 208  0.300000E+05  0.654324E-01
   1   1  26  54 209  0.350000E+05  0.681559E-01
   1   1  26  54 210  0.400000E+05  0.668550E-01
   1   1  26  54 211  0.450000E+05  0.651193E-01
   1   1  26  54 212  0.500000E+05  0.627658E-01
   1   1  26  54 213  0.550000E+05  0.603287E-01
   1   1  26  54 214  0.600000E+05  0.588505E-01
   1   1  26  54 215  0.650000E+05  0.567061E-01
   1   1  26  54 216  0.700000E+05  0.551971E-01
   1   1  26  54 217  0.750000E+05  0.535154E-01
   1   1  26  54 218  0.800000E+05  0.549034E-01
   1   1  26  54 219  0.900000E+05  0.605374E-01
   1   1  26  54 220  0.100000E+06  0.669156E-01
   1   1  26  54 221  0.110000E+06  0.723185E-01
   1   1  26  54 222  0.120000E+06  0.781062E-01
   1   1  26  54 223  0.130000E+06  0.839430E-01
   1   1  26  54 224  0.140000E+06  0.897125E-01
   1   1  26  54 225  0.150000E+06  0.956164E-01
   1   1  26  54 226  0.160000E+06  0.101221E+00
   1   1  26  54 227  0.100000E+04  0.000000E+00
   1   1  26  54 228  0.200000E+04  0.000000E+00
   1   1  26  54 229  0.300000E+04  0.000000E+00
   1   1  26  54 230  0.400000E+04  0.000000E+00
   1   1  26  54 231  0.500000E+04  0.000000E+00
   1   1  26  54 232  0.600000E+04  0.000000E+00
   1   1  26  54 233  0.700000E+04  0.000000E+00
   1   1  26  54 234  0.800000E+04  0.000000E+00
   1   1  26  54 235  0.900000E+04  0.000000E+00
   1   1  26  54 236  0.100000E+05  0.000000E+00
   1   1  26  54 237  0.100000E+04  0.000000E+00
   1   1  26  54 238  0.200000E+04  0.000000E+00
   1   1  26  54 239  0.300000E+04  0.000000E+00
   1   1  26  54 240  0.400000E+04  0.000000E+00
   1   1  26  54 241  0.500000E+04  0.000000E+00
   1   1  26  54 242  0.600000E+04  0.000000E+00
   1   1  26  54 243  0.700000E+04  0.000000E+00
   1   1  26  54 244  0.800000E+04  0.000000E+00
   1   1  26  54 245  0.900000E+04  0.000000E+00
   1   1  26  54 246  0.100000E+05  0.000000E+00
   1   1  26  54 247  0.110000E+05  0.000000E+00
   1   1  26  54 248  0.100000E+04  0.000000E+00
   1   1  26  54 249  0.200000E+04  0.000000E+00
   1   1  26  54 250  0.300000E+04  0.000000E+00
   1   1  26  54 251  0.400000E+04  0.000000E+00
   1   1  26  54 252  0.500000E+04  0.000000E+00
   1   1  26  54 253  0.600000E+04  0.000000E+00
   1   1  26  54 254  0.700000E+04  0.000000E+00
   1   1  26  54 255  0.800000E+04  0.000000E+00
   1   1  26  54 256  0.900000E+04  0.000000E+00
   1   1  26  54 257  0.100000E+05  0.000000E+00
   1   1  26  54 258  0.110000E+05  0.000000E+00
   1   1  26  54 259  0.120000E+05  0.000000E+00
   1   1  26  54 260  0.130000E+05  0.000000E+00
   1   1  26  54 261  0.100000E+04  0.000000E+00
   1   1  26  54 262  0.200000E+04  0.000000E+00
   1   1  26  54 263  0.300000E+04  0.000000E+00
   1   1  26  54 264  0.400000E+04  0.000000E+00
   1   1  26  54 265  0.500000E+04  0.000000E+00
   1   1  26  54 266  0.600000E+04  0.000000E+00
   1   1  26  54 267  0.700000E+04  0.000000E+00
   1   1  26  54 268  0.800000E+04  0.000000E+00
   1   1  26  54 269  0.900000E+04  0.000000E+00
   1   1  26  54 270  0.100000E+05  0.000000E+00
   1   1  26  54 271  0.110000E+05  0.000000E+00
   1   1  26  54 272  0.120000E+05  0.000000E+00
   1   1  26  54 273  0.130000E+05  0.000000E+00
   1   1  26  54 274  0.140000E+05  0.000000E+00
   1   1  26  54 275  0.150000E+05  0.000000E+00
   1   1  26  54 276  0.160000E+05  0.000000E+00
   1   1  26  54 277  0.100000E+04  0.000000E+00
   1   1  26  54 278  0.200000E+04  0.000000E+00
   1   1  26  54 279  0.300000E+04  0.000000E+00
   1   1  26  54 280  0.400000E+04  0.000000E+00
   1   1  26  54 281  0.500000E+04  0.000000E+00
   1   1  26  54 282  0.600000E+04  0.000000E+00
   1   1  26  54 283  0.700000E+04  0.000000E+00
   1   1  26  54 284  0.800000E+04  0.000000E+00
   1   1  26  54 285  0.900000E+04  0.000000E+00
   1   1  26  54 286  0.100000E+05  0.000000E+00
   1   1  26  54 287  0.110000E+05  0.000000E+00
   1   1  26  54 288  0.120000E+05  0.000000E+00
   1   1  26  54 289  0.130000E+05  0.000000E+00
   1   1  26  54 290  0.100000E+04  0.000000E+00
   1   1  26  54 291  0.200000E+04  0.000000E+00
   1   1  26  54 292  0.300000E+04  0.000000E+00
   1   1  26  54 293  0.400000E+04  0.000000E+00
   1   1  26  54 294  0.500000E+04  0.000000E+00
