======================================
                 ISOTOPE ACTIVITY FILE
======================================
 
Date: 21:15 24/02/2014
-----------------------------------------------------------------
      -1  1417218        0        0
-----------------------------------------------------------------
 
 
-----------------------------------------------------------------
      -1  1417218        0        0
-----------------------------------------------------------------
 
 
-----------------------------------------------------------------
      -1  1417218        0        0
-----------------------------------------------------------------
 
 
-----------------------------------------------------------------
     593        1        3        0
-----------------------------------------------------------------
    0.1000000000E+04     0.3087289884E+11     0.5507893794E+02
    0.2000000000E+04     0.6174574260E+11     0.1101577776E+03
    0.3000000000E+04     0.9261853128E+11     0.1652365190E+03
    0.4000000000E+04     0.1234912649E+12     0.2203151622E+03
    0.5000000000E+04     0.1543639434E+12     0.2753937070E+03
    0.6000000000E+04     0.1852365669E+12     0.3304721537E+03
    0.7000000000E+04     0.2161091352E+12     0.3855505020E+03
    0.8000000000E+04     0.2469816485E+12     0.4406287521E+03
    0.9000000000E+04     0.2778541067E+12     0.4957069040E+03
    0.1000000000E+05     0.3087265099E+12     0.5507849575E+03
    0.1100000000E+05     0.3395988579E+12     0.6058629128E+03
    0.1200000000E+05     0.3704711509E+12     0.6609407699E+03
    0.1300000000E+05     0.4013433888E+12     0.7160185287E+03
    0.1400000000E+05     0.4322155716E+12     0.7710961892E+03
    0.1500000000E+05     0.4630876994E+12     0.8261737514E+03
    0.1600000000E+05     0.4939597720E+12     0.8812512154E+03
    0.1700000000E+05     0.5248317896E+12     0.9363285812E+03
    0.1800000000E+05     0.5557037521E+12     0.9914058487E+03
    0.1900000000E+05     0.5865756596E+12     0.1046483018E+04
    0.2000000000E+05     0.6174475119E+12     0.1101560089E+04
    0.2100000000E+05     0.6483193092E+12     0.1156637062E+04
    0.2200000000E+05     0.6791910514E+12     0.1211713936E+04
    0.2300000000E+05     0.7100627385E+12     0.1266790712E+04
    0.2400000000E+05     0.7409343706E+12     0.1321867390E+04
    0.2500000000E+05     0.7718059475E+12     0.1376943970E+04
    0.2600000000E+05     0.8026774694E+12     0.1432020451E+04
    0.2700000000E+05     0.8335489363E+12     0.1487096834E+04
    0.2800000000E+05     0.8644203480E+12     0.1542173119E+04
    0.2900000000E+05     0.8952917047E+12     0.1597249306E+04
    0.3000000000E+05     0.9261630063E+12     0.1652325394E+04
    0.3100000000E+05     0.9570342528E+12     0.1707401384E+04
    0.3200000000E+05     0.9879054442E+12     0.1762477276E+04
    0.3300000000E+05     0.1018776581E+13     0.1817553070E+04
    0.3400000000E+05     0.1049647662E+13     0.1872628765E+04
    0.3500000000E+05     0.1080518688E+13     0.1927704362E+04
    0.3600000000E+05     0.1111389659E+13     0.1982779861E+04
    0.3700000000E+05     0.1142260575E+13     0.2037855261E+04
    0.3800000000E+05     0.1173131436E+13     0.2092930564E+04
    0.3900000000E+05     0.1204002242E+13     0.2148005768E+04
    0.4000000000E+05     0.1234872993E+13     0.2203080873E+04
    0.4100000000E+05     0.1265743689E+13     0.2258155881E+04
    0.4200000000E+05     0.1296614329E+13     0.2313230790E+04
    0.4300000000E+05     0.1327484915E+13     0.2368305601E+04
    0.4400000000E+05     0.1358355446E+13     0.2423380314E+04
    0.4500000000E+05     0.1389225921E+13     0.2478454929E+04
    0.4600000000E+05     0.1420096341E+13     0.2533529445E+04
    0.4700000000E+05     0.1450966707E+13     0.2588603863E+04
    0.4800000000E+05     0.1481837017E+13     0.2643678183E+04
    0.4900000000E+05     0.1512707272E+13     0.2698752404E+04
    0.5000000000E+05     0.1543577472E+13     0.2753826527E+04
    0.5100000000E+05     0.1574447617E+13     0.2808900552E+04
    0.5200000000E+05     0.1605317707E+13     0.2863974479E+04
    0.5300000000E+05     0.1636187742E+13     0.2919048307E+04
    0.5400000000E+05     0.1667057722E+13     0.2974122038E+04
    0.5500000000E+05     0.1697927647E+13     0.3029195669E+04
    0.5600000000E+05     0.1728797516E+13     0.3084269203E+04
    0.5700000000E+05     0.1759667331E+13     0.3139342639E+04
    0.5800000000E+05     0.1790537090E+13     0.3194415976E+04
    0.5900000000E+05     0.1821406795E+13     0.3249489215E+04
    0.6000000000E+05     0.1852276444E+13     0.3304562355E+04
    0.6100000000E+05     0.1883146038E+13     0.3359635398E+04
    0.6200000000E+05     0.1914015578E+13     0.3414708342E+04
    0.6300000000E+05     0.1944885062E+13     0.3469781188E+04
